"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","planted_log2FC","fold_multiplier","baseline_log2FC","added_log2FC","FDR_detected","pipeline_detected"
255.262730898072,0.452321961055642,0.39420541209272,1.14742707020281,0.251205158559317,0.591620651847302,"AT1G24300",0.25,1.18920711500272,0.20376989970416,0.248552061351482,FALSE,FALSE
163.274492250152,0.452107622810676,0.353433336337722,1.27918783071064,0.200830920164062,0.541266411748355,"AT1G73680",0.25,1.18920711500272,0.198234704515903,0.253872918294773,FALSE,FALSE
195.14052806658,0.379601581401184,0.246762311859787,1.53832884179201,0.123968231155261,0.443191938395275,"AT5G57610",0.25,1.18920711500272,0.130689189077418,0.248912392323766,FALSE,FALSE
588.573303695654,0.350147069704729,0.229909702231027,1.52297648297104,0.127764589132535,0.447219686508696,"AT3G16850",0.25,1.18920711500272,0.10198750800429,0.248159561700439,FALSE,FALSE
339.256230643351,0.101779534730017,0.246514535406646,0.412874374982081,0.679698656337103,0.872803020430003,"AT1G34030",0.25,1.18920711500272,-0.146315692284164,0.248095227014181,FALSE,FALSE
66.7289045025032,0.437732668678505,0.490300442333659,0.892784568162023,0.371972551958494,0.689938846695892,"AT5G41800",0.25,1.18920711500272,0.198294921570849,0.239437747107656,FALSE,FALSE
81.9162277710088,0.447505970480762,0.395438919510915,1.1316690098037,0.257773615065987,0.598771477412812,"AT3G59980",0.25,1.18920711500272,0.196880147757897,0.250625822722865,FALSE,FALSE
86.0269129546591,0.208875558899991,0.305769836335405,0.683113682511415,0.494535010189978,0.77542883153089,"AT5G02860",0.25,1.18920711500272,-0.0428345619353814,0.251710120835372,FALSE,FALSE
66.0681887805524,0.364000188270822,0.339429441102093,1.07238837941974,0.283545625216873,0.619811399921851,"AT3G55420",0.25,1.18920711500272,0.114464419401733,0.249535768869089,FALSE,FALSE
209.69733754266,0.404767452402862,0.309030992384401,1.30979565926312,0.190264971990548,0.527719961768613,"AT3G11410",0.25,1.18920711500272,0.158172275246692,0.24659517715617,FALSE,FALSE
89.3019992119659,0.649773261599205,0.315080538388446,2.06224498955925,0.0391844174133172,0.263634829500952,"AT3G45090",0.5,1.4142135623731,0.153267529407232,0.496505732191973,FALSE,FALSE
114.932150494053,0.599313553918211,0.402124970554524,1.49036642288532,0.136127916149056,0.456882400167048,"AT1G73930",0.5,1.4142135623731,0.108126856349892,0.491186697568319,FALSE,FALSE
143.597026031947,0.452505396073329,0.442576451246575,1.02243441737306,0.306575337853265,0.641365363560038,"AT3G26420",0.5,1.4142135623731,-0.0452309309923386,0.497736327065667,FALSE,FALSE
277.757648405767,0.53130184034105,0.282232472425962,1.88249720442932,0.0597685390931478,0.31824488182395,"AT2G27030",0.5,1.4142135623731,0.0351431188030085,0.496158721538041,FALSE,FALSE
416.644759263658,0.675014821897877,0.351177088074551,1.92214937938827,0.0545869642270437,0.306544842950868,"AT4G25500",0.5,1.4142135623731,0.173170329943049,0.501844491954828,FALSE,FALSE
662.050852359486,0.659542293817322,0.246329655506611,2.67747824540607,0.00741786695149097,0.116144881469351,"AT5G20280",0.5,1.4142135623731,0.155631916297888,0.503910377519434,FALSE,FALSE
115.131817413124,0.613834958651893,0.328019680158078,1.87133576362271,0.0612985564071072,0.322418572031636,"AT1G80240",0.5,1.4142135623731,0.12188708346176,0.491947875190133,FALSE,FALSE
157.490910378917,0.362744226409535,0.312174254040569,1.16199277075038,0.245238401455229,0.586237107418657,"AT1G51720",0.5,1.4142135623731,-0.143706153220919,0.506450379630454,FALSE,FALSE
161.798594622032,0.466087001178473,0.301816839989308,1.54427102607987,0.122522688604111,0.441149694767501,"AT4G31850",0.5,1.4142135623731,-0.0303889363831151,0.496475937561588,FALSE,FALSE
155.64752581731,0.691764867782903,0.269022849472319,2.57139818844303,0.0101288792525777,0.1383821116259,"AT5G16360",0.5,1.4142135623731,0.197518972485898,0.494245895297005,FALSE,FALSE
283.649513407595,0.707740263725504,0.390837747218496,1.81082883821312,0.070167350811113,0.342008923688131,"AT1G24300",0.5,1.4142135623731,0.20376989970416,0.503970364021344,FALSE,FALSE
181.363058226892,0.706477650498496,0.34927650540209,2.02268872819027,0.0431052497485114,0.273071355305517,"AT1G73680",0.5,1.4142135623731,0.198234704515903,0.508242945982593,FALSE,FALSE
216.288899584892,0.634103991590643,0.240411356340174,2.63757919444291,0.00835001259793309,0.12553344898338,"AT5G57610",0.5,1.4142135623731,0.130689189077418,0.503414802513225,FALSE,FALSE
650.868128192338,0.598834527757017,0.227563625764242,2.63150372009547,0.00850079364817326,0.126624318474053,"AT3G16850",0.5,1.4142135623731,0.10198750800429,0.496847019752727,FALSE,FALSE
372.526689326919,0.351288365091431,0.243654009894887,1.44175080575517,0.149372685367385,0.476154288926624,"AT1G34030",0.5,1.4142135623731,-0.146315692284164,0.497604057375595,FALSE,FALSE
74.0379680335924,0.683885084324796,0.479529125361518,1.42615963901924,0.153822266989538,0.482170961095219,"AT5G41800",0.5,1.4142135623731,0.198294921570849,0.485590162753947,FALSE,FALSE
90.5063050567016,0.686065692036224,0.387186312726272,1.77192651053564,0.0764067570754581,0.356093868850693,"AT3G59980",0.5,1.4142135623731,0.196880147757897,0.489185544278327,FALSE,FALSE
94.6482935033629,0.456049215472705,0.294388653745148,1.54913991986765,0.12134808835577,0.439314178682115,"AT5G02860",0.5,1.4142135623731,-0.0428345619353814,0.498883777408086,FALSE,FALSE
72.9562627233024,0.607799412576624,0.32567586323197,1.86627098043095,0.0620034627170458,0.323274319935984,"AT3G55420",0.5,1.4142135623731,0.114464419401733,0.49333499317489,FALSE,FALSE
232.442908370404,0.654007820069281,0.303620939341257,2.15402739181373,0.0312380238569064,0.233952371178139,"AT3G11410",0.5,1.4142135623731,0.158172275246692,0.495835544822589,FALSE,FALSE
112.068417529134,1.14710019523771,0.294206043789034,3.8989688330817,9.66032067707475e-05,0.0079214629552013,"AT3G45090",1,2,0.153267529407232,0.99383266583048,TRUE,TRUE
144.065557821014,1.09881640470576,0.385201658194624,2.85257444076366,0.00433666539052264,0.0872111551381671,"AT1G73930",1,2,0.108126856349892,0.990689548355871,FALSE,FALSE
178.139795325476,0.958063981276624,0.430310230956644,2.22644945983902,0.0259840906950807,0.220258301113133,"AT3G26420",1,2,-0.0452309309923386,1.00329491226896,FALSE,FALSE
345.457812641961,1.02569672686187,0.274777890032768,3.73282117691328,0.000189347025574368,0.0123636594847264,"AT2G27030",1,2,0.0351431188030085,0.990553608058857,TRUE,TRUE
523.099244375884,1.17858789590005,0.346325881027075,3.40311816259529,0.000666214615382715,0.0278155976258117,"AT4G25500",1,2,0.173170329943049,1.005417565957,TRUE,TRUE
829.820653870778,1.16040872389013,0.243021920015999,4.77491381770721,1.79784230168999e-06,0.000513988536953424,"AT5G20280",1,2,0.155631916297888,1.00477680759224,TRUE,TRUE
144.154429383373,1.11024982474702,0.3121965939983,3.55625220162737,0.000376182968145843,0.0188590684220224,"AT1G80240",1,2,0.12188708346176,0.988362741285263,TRUE,TRUE
194.394297949548,0.869422739409512,0.301241257982661,2.88613434040152,0.00390005645836066,0.0828409582661427,"AT1G51720",1,2,-0.143706153220919,1.01312889263043,FALSE,FALSE
200.670164296247,0.966301814209437,0.293346063163159,3.29406777711546,0.000987486844648859,0.0358956558168235,"AT4G31850",1,2,-0.0303889363831151,0.996690750592552,TRUE,FALSE
195.789227592208,1.18917616998837,0.253561195702693,4.68989810011272,2.73341138577988e-06,0.000657136946335899,"AT5G16360",1,2,0.197518972485898,0.991657197502472,TRUE,TRUE
356.452444730019,1.21048953790859,0.383334822738378,3.15778652526627,0.00158971925319982,0.0498992589327826,"AT1G24300",1,2,0.20376989970416,1.00671963820443,TRUE,TRUE
227.859248157385,1.20885381841534,0.338417957332292,3.5720735032638,0.000354165969932395,0.0185403770079349,"AT1G73680",1,2,0.198234704515903,1.01061911389943,TRUE,TRUE
270.602718570181,1.13663286074194,0.228222332189517,4.98037527632515,6.34610913009274e-07,0.000231479801303865,"AT5G57610",1,2,0.130689189077418,1.00594367166452,TRUE,TRUE
813.621699941591,1.09858489438422,0.223107441221532,4.92401727333421,8.47853475421546e-07,0.000280268564469035,"AT3G16850",1,2,0.10198750800429,0.99659738637993,TRUE,TRUE
458.379365080575,0.847488938444555,0.238290180148596,3.55654159947367,0.000375769000888543,0.0188590684220224,"AT1G34030",1,2,-0.146315692284164,0.993804630728719,TRUE,FALSE
93.2784308761686,1.18148161424141,0.457882153498356,2.58031811289113,0.00987093397036518,0.137196786057688,"AT5G41800",1,2,0.198294921570849,0.983186692670556,FALSE,FALSE
113.898487554761,1.18456908389329,0.370519385084621,3.19705022619195,0.00138840748842215,0.0463298877366861,"AT3G59980",1,2,0.196880147757897,0.987688936135395,TRUE,TRUE
117.633476151886,0.962246333660935,0.273482925244077,3.51848779152173,0.000434013785083556,0.0202246599938936,"AT5G02860",1,2,-0.0428345619353814,1.00508089559632,TRUE,FALSE
91.387100401162,1.10710995901282,0.300361323274693,3.68592715913799,0.000227871524944031,0.0136182202873331,"AT3G55420",1,2,0.114464419401733,0.992645539611085,TRUE,TRUE
291.089229423498,1.1488136049328,0.29544303594387,3.88844367667227,0.000100889075760759,0.00811220592138386,"AT3G11410",1,2,0.158172275246692,0.990641329686106,TRUE,TRUE
189.712534249461,2.1410151305295,0.258457525851155,8.2838180992358,1.192877664489e-16,2.02650033902274e-13,"AT3G45090",2,4,0.153267529407232,1.98774760112227,TRUE,TRUE
242.822726209258,2.09155123802262,0.358060242119864,5.84133894799316,5.17829246828588e-09,2.09494376847537e-06,"AT1G73930",2,4,0.108126856349892,1.98342438167273,TRUE,TRUE
295.299468554489,1.96096182484342,0.409387797622146,4.78998601383165,1.6679293851618e-06,0.000314837115239894,"AT3G26420",2,4,-0.0452309309923386,2.00619275583576,TRUE,TRUE
577.190787963345,2.01984274224447,0.261903738761222,7.71215696193617,1.2370884926778e-14,1.26096430058648e-11,"AT2G27030",2,4,0.0351431188030085,1.98469962344146,TRUE,TRUE
885.866443773969,2.18199251872904,0.337557082763132,6.46406972375741,1.01923871978922e-10,4.94719060514836e-08,"AT4G25500",2,4,0.173170329943049,2.00882218878599,TRUE,TRUE
1403.82895535912,2.16330539080069,0.237898910469758,9.09338082519589,9.60062707055714e-20,1.95718383460378e-16,"AT5G20280",2,4,0.155631916297888,2.00767347450281,TRUE,TRUE
242.853735715216,2.10144170365065,0.285492988370379,7.36074716106296,1.8288367550548e-13,1.55344442035613e-10,"AT1G80240",2,4,0.12188708346176,1.97955462018889,TRUE,TRUE
320.236845967824,1.87852051742183,0.282820724560145,6.64208933183164,3.09267416165975e-11,1.6591383015683e-08,"AT1G51720",2,4,-0.143706153220919,2.02222667064275,TRUE,TRUE
332.938291268906,1.96523398249183,0.276017534034555,7.11996065527417,1.07957876748572e-12,7.86010455498707e-10,"AT4G31850",2,4,-0.0303889363831151,1.99562291887495,TRUE,TRUE
332.431027101189,2.18199138246537,0.228545971928972,9.54727560520514,1.33151704741472e-21,4.52405108809943e-18,"AT5G16360",2,4,0.197518972485898,1.98447240997947,TRUE,TRUE
605.156872418502,2.21484706328607,0.370890947045133,5.97169351511981,2.34803326728236e-09,9.97229295558714e-07,"AT1G24300",2,4,0.20376989970416,2.01107716358191,TRUE,TRUE
387.253385606654,2.21555855539228,0.32251455161476,6.86963904201984,6.43645559692213e-12,4.1004244937142e-09,"AT1G73680",2,4,0.198234704515903,2.01732385087638,TRUE,TRUE
456.188452776741,2.14195434024216,0.208640194748388,10.2662593026491,1.00007528663691e-24,1.019376739669e-20,"AT5G57610",2,4,0.130689189077418,2.01126515116474,TRUE,TRUE
1368.16043763592,2.09686333617297,0.21625063739852,9.69644927477711,3.12173753713115e-22,1.59099353579889e-18,"AT3G16850",2,4,0.10198750800429,1.99487582816868,TRUE,TRUE
752.099060755607,1.84430682869523,0.228662120458817,8.06564211420143,7.28519349254199e-16,8.25088636327561e-13,"AT1G34030",2,4,-0.146315692284164,1.9906225209794,TRUE,TRUE
158.290459090356,2.16865164045403,0.425338970917742,5.09864317340776,3.420967320789e-07,7.58041736973962e-05,"AT5G41800",2,4,0.198294921570849,1.97035671888318,TRUE,TRUE
193.152243907625,2.17557574556121,0.341362252551388,6.37321710089697,1.85103561116561e-10,8.5761845384596e-08,"AT3G59980",2,4,0.196880147757897,1.97869559780332,TRUE,TRUE
195.598079834028,1.96664840819663,0.238585309539322,8.2429568358336,1.68006195542413e-16,2.44641021594832e-13,"AT5G02860",2,4,-0.0428345619353814,2.00948297013201,TRUE,TRUE
153.957324602389,2.09989555581011,0.256843181277776,8.17578860907768,2.93936943628941e-16,3.74512408301224e-13,"AT3G55420",2,4,0.114464419401733,1.98543113640838,TRUE,TRUE
491.675830080435,2.14308889803933,0.281056351375171,7.62512175068623,2.43804171367508e-14,2.25917810795365e-11,"AT3G11410",2,4,0.158172275246692,1.98491662279264,TRUE,TRUE
345.02390012752,3.13557730454045,0.232963813997475,13.4595036488132,2.70728671427379e-41,3.94219621122754e-38,"AT3G45090",3,8,0.153267529407232,2.98230977513322,TRUE,TRUE
440.368236235712,3.08605327830583,0.338072892241995,9.12836654202022,6.95405793113172e-20,3.9379284717792e-17,"AT1G73930",3,8,0.108126856349892,2.97792642195594,TRUE,TRUE
529.645524175434,2.96321750728539,0.393393490658458,7.53245180118663,4.97963096608995e-14,2.41701802082642e-11,"AT3G26420",3,8,-0.0452309309923386,3.00844843827773,TRUE,TRUE
1040.72789846844,3.01629028632593,0.252585568817845,11.9416572389421,7.17786103184067e-33,8.12932638861688e-30,"AT2G27030",3,8,0.0351431188030085,2.98114716752292,TRUE,TRUE
1611.49367664714,3.1839970608105,0.331448632938308,9.60630620975629,7.519833135995e-22,4.79060369719981e-19,"AT4G25500",3,8,0.173170329943049,3.01082673086745,TRUE,TRUE
2551.99921541045,3.16496462653824,0.234426766332599,13.500867140947,1.54546338185203e-41,2.6254847085363e-38,"AT5G20280",3,8,0.155631916297888,3.00933271024036,TRUE,TRUE
440.283243965332,3.09498763664647,0.266500143094187,11.6134558154914,3.52092017911917e-31,3.58887393857617e-28,"AT1G80240",3,8,0.12188708346176,2.97310055318471,TRUE,TRUE
571.955690490227,2.88454072532952,0.269359529240387,10.7088868675414,9.24669076437115e-27,7.25011684317193e-24,"AT1G51720",3,8,-0.143706153220919,3.02824687855044,TRUE,TRUE
597.517066974605,2.96510354527046,0.263420292876967,11.2561697995505,2.159416558748e-29,1.83424441527653e-26,"AT4G31850",3,8,-0.0303889363831151,2.99549248165357,TRUE,TRUE
605.754437481786,3.17624695464815,0.211193813359473,15.039488629536,4.04663896208386e-51,2.06236954702604e-47,"AT5G16360",3,8,0.197518972485898,2.97872798216225,TRUE,TRUE
1102.62687046184,3.21750220899432,0.361952536669936,8.8892931614632,6.149887178305e-19,3.29925263202436e-16,"AT1G24300",3,8,0.20376989970416,3.01373230929016,TRUE,TRUE
706.081426266027,3.21959750719997,0.310784581482405,10.3595792681956,3.78623787438081e-25,2.75665161811168e-22,"AT1G73680",3,8,0.198234704515903,3.02136280268407,TRUE,TRUE
827.411562062695,3.14608523709786,0.195283229648673,16.1103707817506,2.15726449333724e-58,2.19889969805865e-54,"AT5G57610",3,8,0.130689189077418,3.01539604802044,TRUE,TRUE
2477.40721280528,3.0960175407804,0.211768958402641,14.6197892464196,2.10049524642896e-48,7.13678268228347e-45,"AT3G16850",3,8,0.10198750800429,2.99403003277611,TRUE,TRUE
1339.63116712351,2.84271312475278,0.221923660689507,12.8094188601638,1.45218048673108e-37,1.85025946265624e-34,"AT1G34030",3,8,-0.146315692284164,2.98902881703694,TRUE,TRUE
288.333020114697,3.15905660991256,0.400455811978821,7.88865216939249,3.0546760071136e-15,1.55681562702545e-12,"AT5G41800",3,8,0.198294921570849,2.96076168834171,TRUE,TRUE
351.685730077902,3.16910677665307,0.319998335841178,9.90351018020906,4.019154115606e-23,2.73114919335813e-20,"AT3G59980",3,8,0.196880147757897,2.97222662889517,TRUE,TRUE
351.548561075534,2.97034538253707,0.213505671954087,13.9122551422232,5.33697783210918e-44,1.35999537606722e-40,"AT5G02860",3,8,-0.0428345619353814,3.01317994447245,TRUE,TRUE
279.11611303292,3.09303518856157,0.224626678289952,13.76966980106,3.87982379878711e-43,7.9094087962074e-40,"AT3G55420",3,8,0.114464419401733,2.97857076915984,TRUE,TRUE
892.913761993251,3.13967648707913,0.270990654545664,11.5859216338771,4.85714087736749e-31,4.50080336027334e-28,"AT3G11410",3,8,0.158172275246692,2.98150421183243,TRUE,TRUE
