"edgeR_log2FC","logCPM","F","edgeR_PValue","edgeR_FDR","gene","edgeR_group"
-0.385570476963762,5.2125094322988,3.70660444074373,0.0874161848008633,0.397414371310034,"AT1G01230","ns"
-0.169902278787958,4.89613385287574,0.629557167786247,0.448599279901347,0.721225400488063,"AT1G01240","ns"
0.330652289711626,4.95414754002826,1.31436025272267,0.282134366222499,0.602608212712434,"AT1G01260","ns"
-0.685166831464879,4.32714074775528,1.82088452103627,0.211261732051086,0.538004591269411,"AT1G01290","ns"
-0.277910562834251,7.09200620378212,2.37052210025842,0.159151589795354,0.485674389172141,"AT1G01300","ns"
0.65879152267599,8.28290119477409,6.91544813650423,0.0281173569918822,0.300455298575466,"AT1G01320","ns"
0.790823180516571,2.41321059400505,1.57287306487183,0.242663560247545,0.568023125778562,"AT1G01340","ns"
-0.103842528659456,4.25237186862343,0.106701767481621,0.751648193195008,0.890525936035032,"AT1G01350","ns"
0.0359472908523993,4.01557585934673,0.016717431012707,0.900062351214829,0.957917876920568,"AT1G01360","ns"
-0.137699537978437,2.52244305129743,0.0477795774900642,0.832044756249557,0.929444838277499,"AT1G01380","ns"
0.531342292143514,4.84443066970037,4.37410749292412,0.0670593259807499,0.36932847872087,"AT1G01390","ns"
-0.194593093833546,3.07574513336822,0.299471051278157,0.598005271970978,0.808617421497201,"AT1G01420","ns"
0.258124432749462,6.609748304734,1.48788872616652,0.254547011833149,0.578472979030601,"AT1G01430","ns"
0.713785130802139,4.71579227779698,4.8471684337561,0.056174912239837,0.351100756464552,"AT1G01440","ns"
-0.547735178144104,6.43068373065564,2.29185616812693,0.165468930790565,0.493194106250784,"AT1G01470","ns"
-0.871541711892051,7.03821518884069,6.25304185293193,0.0346455477280779,0.313730309967577,"AT1G01490","ns"
-0.0128879143276918,4.20698471702798,0.00177238897017625,0.967369061430224,0.985419261578085,"AT1G01500","ns"
0.404251951897271,5.91989602515009,2.91193461479678,0.123239881635834,0.448775860430542,"AT1G01510","ns"
0.124242018135174,6.18564406874029,0.376998831416662,0.554911778019199,0.784785102668773,"AT1G01540","ns"
0.0869670243580048,7.64169604157536,0.206286965866384,0.660800570135803,0.84218231226571,"AT1G01550","ns"
-0.211697425686962,4.48835043608831,0.287864199423663,0.605029659830142,0.813032352102554,"AT1G01600","ns"
-0.0651425384674073,6.36791739590926,0.100421510588158,0.758788961227607,0.894369814009014,"AT1G01610","ns"
0.648083524064921,9.98375257803069,4.73987757158419,0.0584275894332116,0.353809490058584,"AT1G01620","ns"
-0.860962189775017,5.50042498760134,8.29269837223792,0.0188038949096672,0.280184611498014,"AT1G01630","ns"
-0.344685580988878,4.01682081992089,0.939998276073893,0.358454495803675,0.658459900567799,"AT1G01640","ns"
-0.159128386108247,5.710040635595,0.377905636606464,0.554446668601421,0.784427194896227,"AT1G01650","ns"
-0.477640724375435,4.88110957725998,3.18527532444527,0.109091999825719,0.431752668636449,"AT1G01710","ns"
0.582463058741412,6.09592001711198,5.53091072746764,0.0440766181669306,0.32933145627496,"AT1G01720","ns"
0.00676216132822118,2.96033149020073,0.000358885348841,0.985314162552395,0.993102214321677,"AT1G01725","ns"
-0.0497715580735022,5.20348900401806,0.0446752391700307,0.837466064794691,0.931683206679354,"AT1G01730","ns"
-1.66319285207414,2.38554185561763,4.97067763698054,0.0534163342716535,0.346758391918878,"AT1G01750","ns"
0.36346102261883,5.19668680726753,1.3429198055759,0.277311258534261,0.599468535756694,"AT1G01770","ns"
0.224659634127777,5.74502626165651,0.693255660622588,0.42730257551838,0.708941973489777,"AT1G01780","ns"
-0.371858981445348,5.95124948015453,3.17056700905008,0.109791600655477,0.431752668636449,"AT1G01790","ns"
-0.0526463526755258,5.75258709330004,0.0709917443674977,0.796099469040062,0.912212540383469,"AT1G01800","ns"
-0.4263723738596,5.75472040917949,2.94897622163262,0.121188629973982,0.446196347737561,"AT1G01820","ns"
-0.461956083935184,5.03246230046224,2.82107658215762,0.128473308134795,0.45547532471466,"AT1G01830","ns"
-1.50021041070198,2.79450684396654,4.06803082767621,0.0756713523147485,0.381873058685295,"AT1G01860","ns"
0.767332391123019,4.06891351256763,0.508671294339912,0.495447814641702,0.751320691005523,"AT1G01900","ns"
0.0260761386998427,5.44975011619823,0.0173430257172817,0.898219575669853,0.956987260325565,"AT1G01910","ns"
0.0466164935839486,3.70993391813524,0.0208563998509404,0.88846128332561,0.952962362433569,"AT1G01920","ns"
-0.0954350705727895,4.08490768149967,0.0875763618450017,0.774220710343551,0.902201921435052,"AT1G01930","ns"
-0.441093560203934,3.16407480431471,0.954043484155813,0.355133251880835,0.656160286728884,"AT1G01940","ns"
-0.171210830770885,4.73649021345822,0.403792055063703,0.541476267763584,0.776794901549201,"AT1G01950","ns"
0.716585505568956,7.55104049158059,5.09966934859055,0.0512663932318607,0.342763128363753,"AT1G01960","ns"
0.277112337562293,4.43110071916823,1.52778552337078,0.248755700502073,0.572453083443281,"AT1G01970","ns"
0.173543513872328,4.46209342134162,0.391931905661426,0.547346135942446,0.779751906170281,"AT1G01990","ns"
-0.192121365188032,4.33990976312704,0.571463331021268,0.469640055059043,0.734660521427938,"AT1G02000","ns"
-0.022341703174834,4.09162242736822,0.00505251940147871,0.944939743968609,0.976521146184141,"AT1G02010","ns"
0.366345543605086,4.10360382116657,1.0226099888858,0.339185485642291,0.643317299598202,"AT1G02020","ns"
0.00209944198023828,2.67378451699258,5.34349794873162e-06,0.998208005441175,0.998776496996511,"AT1G02050","ns"
0.678154579140679,3.42447156655231,3.52051176224386,0.0945140664824165,0.411205368243972,"AT1G02060","ns"
0.768225033865137,7.97016234863734,3.82580677164669,0.0832495909225927,0.390722033739399,"AT1G02080","ns"
-0.381047660134494,4.82051219163331,2.74269219012634,0.13321970836283,0.460375756847435,"AT1G02090","ns"
-0.184177873154258,5.96751430626417,0.497377271478261,0.499082360182582,0.752237310184681,"AT1G02100","ns"
0.672559499332974,4.96236240165886,9.8487895091469,0.0124556217249839,0.259826241049401,"AT1G02110","ns"
-0.0495415283767989,6.53226146231848,0.0444431344619309,0.83788134711673,0.931882947218804,"AT1G02120","ns"
-0.304749663971263,5.2230074012528,0.628083593269329,0.449111284172246,0.721651518870088,"AT1G02130","ns"
0.224929090810041,6.54783445373538,1.55490377073694,0.244905469954112,0.570148011029802,"AT1G02140","ns"
-0.0165712734874757,4.39969075860022,0.00358517045352279,0.953606140948655,0.97932075271209,"AT1G02145","ns"
-0.0322611626693817,6.50259972849976,0.0281225158371322,0.870650614301821,0.944608721925374,"AT1G02150","ns"
-0.405614641344579,3.68563364784766,1.42915203342774,0.26348611939341,0.587622358229704,"AT1G02160","ns"
-0.543840738934577,4.84904389192682,2.88223461702817,0.124925907096601,0.450610447833684,"AT1G02170","ns"
-0.172939316083525,2.51410575790111,0.165593679222135,0.69394594900962,0.862112977220565,"AT1G02180","ns"
-0.150715267917554,7.64316022477975,0.550069208979549,0.477812230612398,0.740148270467069,"AT1G02205","ns"
0.704305002144471,4.41572328886586,6.39629451094211,0.033094608527852,0.311668820751874,"AT1G02260","ns"
-0.407600045688036,4.14885683669616,1.7306464661894,0.221929591062425,0.547628162943612,"AT1G02270","ns"
0.254823335321989,6.44187012321013,1.89400163963927,0.203101576089265,0.529818426106245,"AT1G02280","ns"
-0.386354348424807,3.90920323664823,0.887906799666088,0.371473825408113,0.669143783020401,"AT1G02290","ns"
0.200776430582197,3.80966180472681,0.299223937569918,0.598116837670457,0.808617421497201,"AT1G02300","ns"
0.14517244231663,7.54134157935129,0.481869617648132,0.505669914755246,0.755861037769346,"AT1G02305","ns"
-0.682849953509114,4.66474223686965,4.14993825925676,0.0731562401323441,0.378780009838663,"AT1G02330","ns"
-0.560156871629007,4.58409443187782,4.16425651988826,0.0727474015049446,0.378770942585658,"AT1G02335","ns"
0.962962040467316,6.06809756409484,11.1817021941531,0.00901419706768197,0.242831052107946,"AT1G02340","ns"
-0.402448245293125,4.04020630070214,1.79751120957921,0.213961800960443,0.540378307381673,"AT1G02360","ns"
0.127822065655674,2.63207664900341,0.0698697541277125,0.797713581645436,0.91241002858652,"AT1G02370","ns"
0.566618949434392,4.94904483927593,7.16109772957895,0.0260963745884857,0.29595052427127,"AT1G02400","ns"
-0.18093277257107,3.59008449532089,0.317057907859612,0.587603964923373,0.803666974601537,"AT1G02410","ns"
0.0160871173369428,3.9465020035497,0.00197391934309973,0.965565367692505,0.984828917900746,"AT1G02475","ns"
0.0329121275768317,9.49136052729316,0.0310564433639993,0.864144158542675,0.942479463704825,"AT1G02500","ns"
1.70771942272268,4.24299118228406,22.1062342968165,0.00122485279345629,0.202655544341155,"AT1G02520","ns"
-0.31772335138838,6.84845612313287,1.530321218694,0.248381934432396,0.572365002512622,"AT1G02560","ns"
0.21245623335444,2.78383735464424,0.215452924569344,0.653966580827708,0.838307221406382,"AT1G02610","ns"
-0.144415357895444,7.4737933503402,0.38917225458482,0.548723900385911,0.780675032652693,"AT1G02640","ns"
0.478517526413167,5.49670824565226,2.80647859300866,0.129335823857226,0.456663755815816,"AT1G02660","ns"
-0.391725931215881,3.37880090472344,0.925447409492806,0.362061482201894,0.66178351654833,"AT1G02680","ns"
0.906636284967357,3.94447089945097,6.82397876923875,0.0289404336963239,0.302884218285619,"AT1G02690","ns"
-0.837849266450673,4.2174289831061,4.12460491846428,0.0739042827104757,0.379950781045392,"AT1G02720","ns"
0.580097363949841,5.787016788983,7.02645509649969,0.0271804075108893,0.297441653722713,"AT1G02730","ns"
-0.583715148573392,3.32248622199015,3.06821411781517,0.11498253838466,0.43985285506596,"AT1G02740","ns"
-0.03796556724676,3.63436559095165,0.0151873951934194,0.904720190065308,0.960354165233126,"AT1G02750","ns"
-0.0302978620822685,8.46133261388754,0.0225253995933759,0.8841160975091,0.951106092232873,"AT1G02780","ns"
0.114467590596429,4.31981834163987,0.154519429171257,0.703706067360225,0.866752806993592,"AT1G02800","ns"
-0.814984348043092,4.39932775322204,6.96241980432401,0.0277313608165593,0.298861117443801,"AT1G02810","ns"
-0.123870721227169,5.18705235604979,0.210802133201377,0.657385060600667,0.840473977200155,"AT1G02816","ns"
0.594254027194066,7.1553875055817,6.14049173745667,0.0359358858077391,0.315029250942956,"AT1G02840","ns"
1.19040009228614,5.80985293268747,27.3035223210626,0.000606806471138917,0.202655544341155,"AT1G02850","ns"
-0.359532122718524,5.3790558571807,1.45008398654167,0.260224630039458,0.584387423687532,"AT1G02860","ns"
-0.611029404022583,3.33908677404112,3.52699591479234,0.0943022617096851,0.410840369223616,"AT1G02870","ns"
0.405481683551315,4.08385917926851,1.79715882942105,0.21399401637045,0.540378307381673,"AT1G02880","ns"
0.185642906630367,7.31822926955022,0.386605569314945,0.550017045841677,0.781309261282902,"AT1G02890","ns"
-0.955821100031815,5.36970758271118,17.0968138133807,0.00272859973723483,0.207856927921617,"AT1G02900","ns"
-0.500133332781146,4.74033805454674,2.38480082657774,0.158050356775311,0.483897750192423,"AT1G02910","ns"
0.786198097155281,6.48763648901764,9.32726693222666,0.0142329182132652,0.269565574065716,"AT1G02920","ns"
1.0312515687893,5.55061316015555,5.71362336952154,0.0414156569566198,0.325317619373111,"AT1G02930","ns"
0.719622755264019,3.97429134620371,3.99167296621226,0.0778946767011983,0.383386225445153,"AT1G02950","ns"
0.327055302135635,4.51231219411782,1.48749616754217,0.254614718555372,0.578472979030601,"AT1G02960","ns"
0.238447899401067,5.06309797805464,1.45651948063894,0.259247267251175,0.583767842463055,"AT1G02990","ns"
-0.201557117134597,5.27291014767193,0.74042886194076,0.412588114373756,0.699908085449826,"AT1G03000","ns"
-1.42411533534246,4.4070058703047,12.0651059740144,0.00738389473512335,0.238211595430023,"AT1G03030","ns"
0.279346691802162,5.40981769594758,1.30287023887277,0.284105565875966,0.603956392684724,"AT1G03040","ns"
1.59779116851612,7.56750278714215,12.8990578255955,0.00614594039167666,0.226782080765974,"AT1G03060","ns"
0.557391319578614,7.70770445010757,4.90631523515135,0.0549679430371154,0.349900610025309,"AT1G03080","ns"
1.59071348803938,8.03881475061788,8.31786019924057,0.018670072211462,0.280184611498014,"AT1G03090","ns"
0.206754402809705,3.02392260669524,0.272376870776343,0.614797128006067,0.817775912350439,"AT1G03110","ns"
-0.299065570198183,7.34608279351904,0.81238340200688,0.391660946451618,0.68483278616532,"AT1G03130","ns"
0.408406390582226,5.94444602172811,3.12119484823024,0.1122065651105,0.435816803617592,"AT1G03140","ns"
-0.355408817384292,3.65878362839397,1.33114918880307,0.279326792387295,0.601404580777221,"AT1G03150","ns"
0.310884723465447,5.86320807069372,1.84913453680644,0.208044735043423,0.534561848017264,"AT1G03160","ns"
-0.507275714775541,3.73260447595939,2.02947152344874,0.189160606541429,0.516814992939934,"AT1G03190","ns"
-0.70466971607449,4.60767869144849,7.56239245537676,0.0231688954060898,0.28931507883473,"AT1G03210","ns"
0.0585412783363749,8.4066851074579,0.0869345717968742,0.775018414843418,0.902599335310018,"AT1G03220","ns"
0.132283745289018,6.34390983187442,0.443350448228874,0.522753178282672,0.765207670339345,"AT1G03230","ns"
-1.31943258035204,4.26815345789123,15.040419086696,0.0039937120957411,0.214059387856491,"AT1G03250","ns"
-0.670366317645578,3.53736637980441,3.86140296029708,0.0821365271925797,0.389255936910949,"AT1G03260","ns"
-0.0946449903550795,5.62645120823924,0.28137134662655,0.609061989485332,0.814555373233703,"AT1G03280","ns"
0.894644606019587,5.97915846872579,7.08460216282723,0.0267039574705884,0.297441653722713,"AT1G03290","ns"
0.0899522228967389,4.70439816878274,0.0642072914347245,0.805847229408465,0.915607680319539,"AT1G03310","ns"
0.0769760213995053,4.13164111499019,0.0419356337377163,0.842451060134294,0.934252011281443,"AT1G03330","ns"
-0.375242588113076,6.208681354991,2.94757121941545,0.12126422408107,0.446196347737561,"AT1G03350","ns"
0.549137097291924,2.52947909463361,1.19891888750987,0.303086495648268,0.617526225082442,"AT1G03360","ns"
0.574623001751496,4.63820188812349,4.70449872182699,0.0592069257965478,0.353809490058584,"AT1G03365","ns"
0.397449781108054,5.32650673398242,2.33033730505185,0.162341215867332,0.488940820056049,"AT1G03370","ns"
0.583580791349547,6.92295857732603,3.64005771265642,0.0898501250751776,0.401217220471254,"AT1G03380","ns"
-0.15001507100601,2.75901817116062,0.148972429715652,0.708828666848524,0.869027665168114,"AT1G03410","ns"
-0.643773033845725,4.31723648451495,4.32884610572023,0.0682502463545759,0.371232506143294,"AT1G03430","ns"
0.71313274553948,3.99774776938934,4.70929577347528,0.0591151411004327,0.353809490058584,"AT1G03440","ns"
0.150950294333884,3.5005134668091,0.127119783687304,0.729935253652661,0.879906703572149,"AT1G03457","ns"
0.457814121448617,4.26348665694065,1.8360222169394,0.209533666322604,0.535847700451725,"AT1G03470","ns"
-0.65083388087854,7.03939971217664,6.43595596472866,0.0326691184939336,0.310940347262186,"AT1G03475","ns"
0.138349926110328,2.8807294425647,0.153748486935777,0.704442216207605,0.866752806993592,"AT1G03495","ns"
-0.0875742536123879,4.39595210385934,0.0683850703516142,0.799784542333748,0.913214412433653,"AT1G03520","ns"
-0.138294128242017,3.86736562982423,0.132808824540446,0.724237224105533,0.877049780773278,"AT1G03530","ns"
0.310021781384219,4.23666391881189,0.820418820565458,0.389440981362961,0.683066089551984,"AT1G03550","ns"
-0.445636741650611,3.77141349793637,2.3897495566943,0.157704611031065,0.483639926613322,"AT1G03560","ns"
0.548465066148896,5.6617237766701,5.7308979925592,0.0411737423217981,0.324047412443807,"AT1G03590","ns"
0.382826300764716,6.73244701905513,2.59255217773658,0.142955436241669,0.470608410040059,"AT1G03600","ns"
1.41170234669766,5.97494523176051,24.2555539107691,0.000902237865121851,0.202655544341155,"AT1G03610","ns"
-0.440773507891055,5.76053799972019,0.465465069848516,0.512817395132451,0.759827035996235,"AT1G03630","ns"
0.13142484246451,6.13984568509002,0.156547499571087,0.701872817636424,0.866269860187593,"AT1G03680","ns"
-0.799538577383412,3.31918755993196,4.67840027476387,0.0598874726505889,0.355120006538095,"AT1G03687","ns"
-1.74218534001384,4.26143092905996,19.7279222734639,0.00176559621669409,0.202655544341155,"AT1G03730","ns"
-0.34828433863392,5.54853577561998,2.00907537589152,0.191132809197415,0.518283030946484,"AT1G03740","ns"
-0.393483379767843,3.34609757583415,1.10681608799331,0.321162758710783,0.630668427166753,"AT1G03750","ns"
-0.295950412199233,2.90995575704493,0.461606399404023,0.514608053189524,0.760761626262944,"AT1G03760","ns"
-0.384883893747325,2.87904105540868,1.02457825070908,0.338866730056925,0.643317299598202,"AT1G03770","ns"
-0.00587790273837496,3.64475900203598,0.000336386345527476,0.985780788722249,0.99336774161869,"AT1G03780","ns"
-1.44434976039582,5.92181262906081,22.9547155130572,0.00108153061966077,0.202655544341155,"AT1G03790","ns"
1.619196834293,3.24743527483455,19.6774502923908,0.00178659578416774,0.202655544341155,"AT1G03820","ns"
0.349138342953667,3.68689047810275,0.872671122659206,0.375420419502398,0.671933672818702,"AT1G03830","ns"
0.156115968054433,5.91039525090402,0.598095640436089,0.459782089778257,0.727517256079814,"AT1G03850","ns"
0.219511689566107,5.20006949122744,1.12250426580898,0.317882268777828,0.628560917106649,"AT1G03860","ns"
0.457613303392773,8.74806821587238,1.58437947532554,0.240824292083002,0.56565818120587,"AT1G03870","ns"
-0.0579275204696566,7.08160250612133,0.0885683116141862,0.772981990014933,0.901684762123589,"AT1G03900","ns"
0.195037655522622,2.76629869624153,0.245217468839993,0.632777113675185,0.82776199705947,"AT1G03905","ns"
0.0462971527058128,6.08434498619241,0.0304639377062692,0.865431852420594,0.942832450057139,"AT1G03910","ns"
-0.774796777185927,3.35021755652026,4.51807146300606,0.0635870249359811,0.36322241601492,"AT1G03920","ns"
-0.271608880060352,5.00980555313179,0.994243280334944,0.345608748378924,0.649045309560086,"AT1G03930","ns"
0.00334061399768906,3.41376385756368,8.35058656817568e-05,0.992915201802325,0.996633985329675,"AT1G03940","ns"
-0.704686630347098,3.51709247423551,3.86131898384759,0.0821441725044384,0.389255936910949,"AT1G03950","ns"
-0.373366211350803,3.60563535170428,1.37382824134386,0.272272801919162,0.595529204570118,"AT1G03960","ns"
-0.383912381349303,4.55598550602819,1.13637382743424,0.315090554165078,0.625984651646968,"AT1G03970","ns"
0.454115414452527,2.49001923447786,0.801354081143837,0.394928943777506,0.6870923521424,"AT1G03990","ns"
0.568046497744182,3.93506776492628,4.10661866197541,0.0744246888279255,0.379950781045392,"AT1G04000","ns"
1.05560038157066,2.74755177711626,1.45159234218047,0.260150937527548,0.584387423687532,"AT1G04010","ns"
-0.608745878102863,2.77370547669607,0.52533364940053,0.487698917579826,0.746948400307266,"AT1G04020","ns"
0.0830492776350518,3.62272343730635,0.0797035187800802,0.784302605578062,0.906866018237683,"AT1G04030","ns"
-0.573496735139161,7.46163053073449,3.616973110015,0.0907159942385956,0.40314820148979,"AT1G04040","ns"
0.286211638137667,2.78266845757808,0.534040097011932,0.484200099239556,0.744908734109346,"AT1G04070","ns"
0.201011744978083,6.6969367996353,0.548567041973339,0.478396554471139,0.740302047298654,"AT1G04080","ns"
0.891280446534115,2.08560866534259,1.01372543536912,0.341415552886721,0.645517484424828,"AT1G04100","ns"
0.0419763330282403,2.47986783408122,0.00510525153923247,0.944664127722679,0.976521146184141,"AT1G04110","ns"
0.018925699037284,7.28619721990651,0.00699516301544774,0.935235828986675,0.973211512203837,"AT1G04120","ns"
0.72388704020702,2.26791250033607,0.610326292823929,0.45555016323796,0.724917497039562,"AT1G04130","ns"
0.933404085018264,7.25167656549625,9.39239097340472,0.0139937893862805,0.269512542966951,"AT1G04140","ns"
0.928776292161101,3.34401770142613,0.970109919614935,0.351275355655233,0.654070410223805,"AT1G04160","ns"
-0.0459729816298402,6.76723859821566,0.0650472469293878,0.804610063367289,0.915229819253467,"AT1G04170","ns"
0.0605921654226325,4.80965990983526,0.0701161540737179,0.797329330633329,0.912338644235113,"AT1G04190","ns"
-0.241134238806748,4.89354304395986,0.741375424522578,0.412303281138784,0.699908085449826,"AT1G04200","ns"
0.287733590234799,6.12242255042294,2.00571826489918,0.191466254486855,0.518579036647166,"AT1G04210","ns"
-1.50719863485109,7.06083509104791,13.0706735031769,0.00592629328292823,0.225404003629046,"AT1G04220","ns"
0.683441009030692,4.5420116857759,4.84098596161611,0.0563041291650834,0.351100756464552,"AT1G04230","ns"
-0.158008985064431,6.86002449546928,0.638936553544766,0.445349264444609,0.719049354046083,"AT1G04240","ns"
-0.742036700082264,8.02054012029687,11.4659630867763,0.00843930015455007,0.242831052107946,"AT1G04250","ns"
-0.379572151045227,4.47150132882353,1.88422399998607,0.204178704583757,0.530852016643347,"AT1G04260","ns"
0.167384835637973,7.67085413139481,0.474787304999488,0.508732296042407,0.757303244682973,"AT1G04270","ns"
0.31346476680939,6.42792522270862,2.68489215198646,0.136856840655052,0.465272062876303,"AT1G04280","ns"
-0.0339393917273613,3.70440037711826,0.0164355638002939,0.900904687898418,0.958491786102125,"AT1G04290","ns"
0.853005194657209,7.13209427716436,3.86163948001085,0.082048739886187,0.389255936910949,"AT1G04300","ns"
-0.385659202143263,5.93228368316839,1.22534327024196,0.297952954758917,0.613677589641779,"AT1G04310","ns"
0.0834735993588957,3.78685085627243,0.0438384642452423,0.838974667109421,0.932406257899905,"AT1G04340","ns"
0.913746674015535,3.10626660968935,4.4341965354265,0.065628247126679,0.365789882908221,"AT1G04350","ns"
-0.895439669130302,2.72446594923835,3.76402325811729,0.0855801251023588,0.394977506747956,"AT1G04360","ns"
0.0287454913373182,3.83061867551616,0.00708392948071766,0.934829101359797,0.972958666672235,"AT1G04390","ns"
0.23903142846201,8.02474812019789,1.21149557739834,0.300526572324586,0.615466975037748,"AT1G04400","ns"
-0.390626745891537,10.1163199377862,3.52830160022311,0.0941439859017,0.410781944497547,"AT1G04410","ns"
-0.255567528364902,5.65120154763993,0.301029158310343,0.597021443296271,0.808285519053289,"AT1G04420","ns"
0.0721409900847246,7.64645905329534,0.147100927332613,0.710516038110711,0.86975920063533,"AT1G04430","ns"
-0.0558738303565592,6.6506030169289,0.0785299818558282,0.78584200815404,0.907806490235124,"AT1G04440","ns"
-0.198170030864084,6.10220014504254,0.478941616525242,0.506932709965612,0.756761707890507,"AT1G04480","ns"
0.335825159499588,5.7488807653985,2.30681775216822,0.164243329829288,0.491300705876032,"AT1G04510","ns"
-0.0758783799834525,4.17751085912025,0.0780261446940718,0.786514114344808,0.908161324377107,"AT1G04520","ns"
-0.220050843203492,5.37670276718404,0.811789958775718,0.391829315181238,0.684857523665889,"AT1G04530","ns"
-0.62383388770846,2.45110565700241,1.90220406540623,0.20244041104107,0.529351377440285,"AT1G04540","ns"
-0.380650736148333,4.32156573341639,1.00336527314838,0.343529243667816,0.64734649039155,"AT1G04550","ns"
-0.289943390153506,2.5635071794445,0.395856733034862,0.545492605709847,0.778347025837556,"AT1G04555","ns"
-0.423277916111197,4.03505750640052,1.42182966287986,0.264605005187698,0.58893243052902,"AT1G04590","ns"
-0.751530530243428,2.99895729549157,2.48138675156636,0.150955123692376,0.477260464786671,"AT1G04610","ns"
-0.145614501339006,4.67505139812063,0.256667267493079,0.624999379628167,0.822801223413508,"AT1G04620","ns"
-0.583556911800891,4.81018955154013,3.01930981836858,0.117420034192596,0.442972348899779,"AT1G04630","ns"
0.0165511414411671,3.43311256398955,0.0018647335686211,0.966531592942783,0.98509717336672,"AT1G04640","ns"
0.189068432961615,7.30415222890463,0.73343673129264,0.41471388732217,0.701782532784477,"AT1G04680","ns"
0.0160606028921053,6.32108459902011,0.00605020175166494,0.939758381418571,0.975038262653108,"AT1G04690","ns"
-0.353778123131662,3.30039830277018,1.19640119383611,0.303451344828039,0.617812522472241,"AT1G04710","ns"
1.23117660138065,2.38782655812501,2.10790814966974,0.181855190631714,0.50908001712628,"AT1G04730","ns"
-0.293136444042856,6.73261682320728,2.19437761578528,0.173764679589428,0.501539696916765,"AT1G04750","ns"
-0.539204150979916,4.98596388799433,2.62236748750798,0.140955554975106,0.468725391223213,"AT1G04770","ns"
0.424482350199767,6.34576558020974,3.54955343011659,0.0933086960670074,0.408928647581568,"AT1G04780","ns"
0.190875064318513,5.24805454281409,0.998454798137311,0.344640189641151,0.647972732295586,"AT1G04790","ns"
-0.0756506726415487,4.74235632370661,0.0216955573605623,0.886254154752433,0.951936056989706,"AT1G04800","ns"
0.353059764120528,6.69610288230947,1.87398103348625,0.205286759360062,0.531735772990245,"AT1G04810","ns"
-0.189317146914216,9.82917226217017,0.901200477923927,0.368057503766093,0.666635194679206,"AT1G04820","ns"
0.128932356113132,4.560201391192,0.245751919852716,0.632354329268035,0.827577110940752,"AT1G04830","ns"
-0.450364278130268,6.74647204190809,3.72213732091733,0.0868544615029846,0.396216146002834,"AT1G04850","ns"
0.332105782430206,5.76259441809599,2.25854937395896,0.168244266293563,0.496296233378068,"AT1G04860","ns"
0.137981342675753,4.4753619680775,0.227760901160226,0.644941540984574,0.83342723488461,"AT1G04870","ns"
-0.709260843458387,3.03461821108376,3.46149065873258,0.0970034223878976,0.412316697526193,"AT1G04900","ns"
-0.0874006730588362,5.38861961226538,0.223716265618846,0.647853427677693,0.835395823592574,"AT1G04910","ns"
-0.827585284520526,2.33468009372369,2.35638205712659,0.160431081412111,0.487304366037009,"AT1G04930","ns"
-0.332604171400269,5.0544037366048,0.968502879835666,0.351607451569116,0.654241696881537,"AT1G04940","ns"
0.418602182962812,3.12826539302274,0.939250097089768,0.358688035761253,0.658654186493128,"AT1G04945","ns"
0.254611695419629,4.95103697171848,1.06082314095655,0.330786893153193,0.638243118308517,"AT1G04950","ns"
-0.135634960397679,4.53912278150337,0.209316492748612,0.65850671706488,0.841194717258836,"AT1G04960","ns"
-0.204330911851342,5.64897583487925,1.13208093903367,0.315944521954619,0.626926882356967,"AT1G04970","ns"
